metodo,x,y,regimen,fecha,q,temporada
Isomap,-2.4226,5.8697,base,2024-09-05,9.4,seca
Isomap,-2.5408,5.8873,base,2024-09-08,9.6,seca
Isomap,-2.8402,5.7994,base,2024-09-11,9.5,seca
Isomap,-3.3284,5.3005,base,2024-09-17,5.8,seca
Isomap,-2.5508,5.1215,base,2024-09-25,5.7,seca
Isomap,-4.0026,4.4364,base,2024-09-29,8.0,seca
Isomap,-7.6846,2.8694,base,2024-10-20,6.8,seca
Isomap,-7.8597,3.0866,base,2024-10-23,6.0,seca
Isomap,-7.548,4.7404,base,2024-11-16,7.5,seca
Isomap,-6.496,3.4696,base,2024-11-23,12.0,seca
Isomap,-6.3876,1.5498,base,2024-11-25,16.4,seca
Isomap,-7.741,-1.2154,base,2024-11-30,20.4,seca
Isomap,-7.6872,-2.3209,base,2024-12-02,8.2,humeda
Isomap,-8.1288,-3.2173,base,2024-12-04,9.7,humeda
Isomap,-7.5348,-4.2087,base,2024-12-06,13.5,humeda
Isomap,-5.8964,-5.7003,base,2024-12-08,11.4,humeda
Isomap,-5.8313,-6.867,base,2024-12-10,12.9,humeda
Isomap,-5.8912,-6.7854,base,2024-12-11,11.0,humeda
Isomap,-5.8371,-6.3317,base,2024-12-12,11.5,humeda
Isomap,-6.5526,-7.6654,base,2024-12-14,15.6,humeda
Isomap,-5.8355,-10.6053,base,2024-12-17,36.6,humeda
Isomap,-9.7912,-8.5354,base,2024-12-23,12.3,humeda
Isomap,-5.528,-15.1045,base,2024-12-29,31.0,humeda
Isomap,-3.992,-18.3132,base,2025-01-05,25.4,humeda
Isomap,-10.6045,-20.8092,base,2025-01-16,17.4,humeda
Isomap,-9.5428,-3.9265,base,2025-02-05,15.1,humeda
Isomap,-11.4798,-1.6994,base,2025-02-06,15.3,humeda
Isomap,-12.8257,-2.4902,base,2025-02-08,16.8,humeda
Isomap,-20.3937,-8.1074,base,2025-02-09,15.9,humeda
Isomap,-21.6872,-9.6473,base,2025-02-11,17.2,humeda
Isomap,-22.6537,-9.9228,crecida,2025-02-13,61.1,humeda
Isomap,-20.7286,-12.7868,crecida,2025-02-14,67.4,humeda
Isomap,-19.3562,-15.2592,crecida,2025-02-15,67.5,humeda
Isomap,-16.6612,-15.7241,crecida,2025-02-16,66.0,humeda
Isomap,-15.9606,-18.393,crecida,2025-02-17,64.5,humeda
Isomap,-15.2422,-21.8604,crecida,2025-02-18,66.8,humeda
Isomap,-14.6558,-23.5548,crecida,2025-02-19,68.1,humeda
Isomap,-14.4736,-23.8037,crecida,2025-02-20,67.6,humeda
Isomap,-14.0937,-22.7641,crecida,2025-02-21,68.0,humeda
Isomap,-10.4256,-30.5872,crecida,2025-02-22,68.1,humeda
Isomap,-11.0736,-35.0979,crecida,2025-02-23,68.7,humeda
Isomap,-9.7506,-39.2454,crecida,2025-02-24,70.6,humeda
Isomap,-7.5513,-36.0588,crecida,2025-02-25,69.8,humeda
Isomap,-5.625,-40.2287,crecida,2025-02-26,68.6,humeda
Isomap,-0.6034,-45.3725,crecida,2025-02-27,68.2,humeda
Isomap,-0.0787,-48.8416,crecida,2025-02-28,68.0,humeda
Isomap,3.4289,-48.4912,crecida,2025-03-01,56.9,humeda
Isomap,10.9494,-56.0029,crecida,2025-03-02,56.3,humeda
Isomap,12.9935,-59.2364,crecida,2025-03-03,56.1,humeda
Isomap,15.5939,-59.8829,crecida,2025-03-04,56.5,humeda
Isomap,17.8504,-58.7115,crecida,2025-03-05,56.8,humeda
Isomap,20.9639,-59.1134,crecida,2025-03-06,63.4,humeda
Isomap,20.4093,-51.2757,crecida,2025-03-07,67.9,humeda
Isomap,26.1068,-57.4833,crecida,2025-03-08,65.3,humeda
Isomap,30.0384,-57.6545,crecida,2025-03-09,59.8,humeda
Isomap,38.0671,-56.4963,crecida,2025-03-10,58.2,humeda
Isomap,40.7254,-55.4514,crecida,2025-03-11,57.9,humeda
Isomap,41.7075,-52.6213,crecida,2025-03-12,56.5,humeda
Isomap,43.319,-50.6349,crecida,2025-03-13,55.8,humeda
Isomap,46.0804,-48.8423,crecida,2025-03-14,54.9,humeda
Isomap,48.2944,-48.7923,crecida,2025-03-15,55.0,humeda
Isomap,52.7158,-42.8547,crecida,2025-03-16,56.9,humeda
Isomap,54.5516,-40.4881,crecida,2025-03-17,57.6,humeda
Isomap,59.2714,-38.1292,crecida,2025-03-18,56.5,humeda
Isomap,69.1754,-39.8669,crecida,2025-03-19,57.4,humeda
Isomap,72.7386,-38.3974,crecida,2025-03-20,58.1,humeda
Isomap,74.8102,-36.7293,crecida,2025-03-21,57.7,humeda
Isomap,78.4941,-35.0195,crecida,2025-03-22,56.4,humeda
Isomap,79.4948,-34.0955,crecida,2025-03-23,55.0,humeda
Isomap,82.3987,-29.8247,crecida,2025-03-24,54.6,humeda
Isomap,88.7079,-26.0183,crecida,2025-03-25,51.3,humeda
Isomap,102.2385,-23.7284,crecida,2025-03-26,50.8,humeda
Isomap,106.6458,-19.8375,crecida,2025-03-27,50.2,humeda
Isomap,108.6415,-15.9259,crecida,2025-03-28,49.0,humeda
Isomap,103.2193,1.9353,crecida,2025-03-29,48.2,humeda
Isomap,102.4447,4.0903,crecida,2025-03-30,48.8,humeda
Isomap,100.9607,10.8307,crecida,2025-03-31,48.8,humeda
Isomap,99.3155,19.6847,base,2025-04-01,37.0,humeda
Isomap,95.5584,33.1797,crecida,2025-04-02,45.2,humeda
Isomap,90.8803,38.3195,crecida,2025-04-03,51.1,humeda
Isomap,80.351,36.8665,crecida,2025-04-04,46.1,humeda
Isomap,79.4916,36.6299,crecida,2025-04-05,44.4,humeda
Isomap,77.1936,38.0847,crecida,2025-04-06,41.3,humeda
Isomap,56.1712,34.5395,base,2025-04-16,23.4,humeda
Isomap,54.7369,35.3196,base,2025-04-17,23.2,humeda
Isomap,54.1311,36.7075,base,2025-04-18,22.7,humeda
Isomap,52.2348,36.2562,base,2025-04-19,21.7,humeda
Isomap,38.6887,25.7434,base,2025-04-29,16.9,humeda
Isomap,37.1472,24.7726,base,2025-04-30,16.5,humeda
Isomap,25.9713,19.7787,base,2025-05-11,11.6,seca
Isomap,18.3014,16.7095,base,2025-05-17,10.4,seca
Isomap,9.6307,12.5857,base,2025-05-28,9.5,seca
Isomap,1.7128,10.504,base,2025-06-08,7.8,seca
Isomap,0.759,10.5276,base,2025-06-10,7.8,seca
Isomap,0.5177,9.4714,base,2025-06-14,7.5,seca
Isomap,-0.2996,6.9024,base,2025-06-20,7.3,seca
Isomap,-0.4072,6.23,base,2025-06-22,7.2,seca
Isomap,-0.9605,5.5508,base,2025-06-30,7.0,seca
Isomap,-1.2443,5.6398,base,2025-07-05,7.1,seca
Isomap,-1.3379,5.7247,base,2025-07-09,7.1,seca
Isomap,-1.5921,5.4046,base,2025-07-13,6.9,seca
Isomap,-1.7235,5.3994,base,2025-07-14,6.8,seca
Isomap,-2.0382,5.1403,base,2025-07-18,6.8,seca
Isomap,-2.0954,5.0922,base,2025-07-19,6.7,seca
Isomap,-2.2979,4.9391,base,2025-07-22,6.7,seca
Isomap,-2.7157,4.6974,base,2025-07-28,6.5,seca
Isomap,-2.8431,4.6094,base,2025-07-30,6.4,seca
Isomap,-2.8644,4.587,base,2025-07-31,5.7,seca
Isomap,-3.1769,4.479,base,2025-08-05,7.2,seca
Isomap,-3.8312,3.9852,base,2025-08-20,6.6,seca
Isomap,-3.8442,3.9857,base,2025-08-21,6.5,seca
Isomap,-3.9528,4.1012,base,2025-08-26,6.4,seca
Isomap,-3.8692,4.1148,base,2025-08-27,6.4,seca
Isomap,-3.9477,4.1712,base,2025-09-01,7.4,seca
Isomap,-4.2801,4.1775,base,2025-09-07,7.3,seca
Isomap,-4.7653,4.0672,base,2025-09-16,6.9,seca
Isomap,-4.9548,3.9951,base,2025-09-22,6.7,seca
Isomap,-4.5074,4.0512,base,2025-09-29,8.7,seca
Isomap,-6.5813,3.7337,base,2025-10-05,13.7,seca
Isomap,-7.4414,3.5519,base,2025-10-06,14.7,seca
Isomap,-10.7117,3.2125,base,2025-10-09,14.2,seca
Isomap,-10.6934,0.8177,base,2025-10-12,15.0,seca
Isomap,-10.6884,-0.5296,base,2025-10-15,12.4,seca
Isomap,-11.2715,-0.1935,base,2025-10-16,11.5,seca
Isomap,-11.3963,-0.0737,base,2025-10-17,11.7,seca
Isomap,-9.7126,-1.6451,base,2025-10-25,14.5,seca
Isomap,-11.0899,-0.5626,base,2025-11-01,10.4,seca
Isomap,-11.1342,-2.1401,base,2025-11-03,9.6,seca
Isomap,-9.7934,-2.6124,base,2025-11-08,10.1,seca
Isomap,-9.1621,-1.7521,base,2025-11-09,11.1,seca
Isomap,-9.6987,-0.0757,base,2025-11-11,10.2,seca
Isomap,-7.4654,1.8975,base,2025-11-13,11.6,seca
Isomap,-8.2307,0.7492,base,2025-11-19,10.2,seca
Isomap,-4.1878,9.5394,base,2025-11-27,8.6,seca
Isomap,-0.5423,11.1657,base,2025-12-01,8.3,humeda
Isomap,0.8208,11.8132,base,2025-12-03,8.0,humeda
Isomap,-0.3043,8.3386,base,2025-12-10,8.0,humeda
Isomap,-0.4089,7.9823,base,2025-12-12,7.8,humeda
Isomap,-1.3465,7.1043,base,2025-12-16,7.5,humeda
Isomap,-1.7061,6.2852,base,2025-12-17,7.9,humeda
Isomap,-1.8525,5.9657,base,2025-12-18,8.0,humeda
Isomap,-3.0926,6.2007,base,2025-12-21,6.2,humeda
Isomap,-4.4327,5.8251,base,2025-12-28,6.0,humeda
UMAP,10.4391,6.6183,base,2015-01-05,10.4,humeda
UMAP,9.6648,7.7391,base,2015-01-12,10.4,humeda
UMAP,9.6865,7.8144,base,2015-01-13,10.4,humeda
UMAP,9.681,7.8991,base,2015-01-14,10.3,humeda
UMAP,9.6564,8.0679,base,2015-01-15,10.3,humeda
UMAP,8.2138,8.6977,base,2015-01-22,10.3,humeda
UMAP,8.1208,8.5733,base,2015-01-25,10.4,humeda
UMAP,8.0588,8.418,base,2015-01-29,10.4,humeda
UMAP,8.2246,8.1636,base,2015-01-31,10.5,humeda
UMAP,8.4385,8.459,base,2015-02-12,15.2,humeda
UMAP,8.3457,8.8333,base,2015-02-15,15.2,humeda
UMAP,8.3466,8.9859,base,2015-02-16,15.2,humeda
UMAP,8.1538,9.0077,base,2015-02-18,15.1,humeda
UMAP,8.1219,9.0282,base,2015-02-19,15.1,humeda
UMAP,7.8698,8.7367,base,2015-02-23,14.7,humeda
UMAP,7.7099,8.3072,base,2015-03-01,13.2,humeda
UMAP,7.618,8.3179,base,2015-03-02,13.2,humeda
UMAP,7.6823,8.2755,base,2015-03-03,15.5,humeda
UMAP,7.4378,8.215,base,2015-03-09,15.0,humeda
UMAP,7.4246,8.0948,base,2015-03-10,14.4,humeda
UMAP,7.4255,7.9592,base,2015-03-12,13.2,humeda
UMAP,7.369,7.7326,base,2015-03-14,13.2,humeda
UMAP,7.2891,7.6348,base,2015-03-17,16.0,humeda
UMAP,7.3813,7.7159,crecida,2015-03-20,49.1,humeda
UMAP,7.31,7.7025,crecida,2015-03-21,50.9,humeda
UMAP,7.2665,7.8591,crecida,2015-03-22,51.1,humeda
UMAP,7.1158,7.9732,crecida,2015-03-23,51.9,humeda
UMAP,7.0555,8.0668,crecida,2015-03-24,53.8,humeda
UMAP,6.9548,8.0926,crecida,2015-03-25,51.0,humeda
UMAP,6.8523,8.1305,crecida,2015-03-26,50.5,humeda
UMAP,6.8429,8.1945,crecida,2015-03-27,49.6,humeda
UMAP,6.6838,8.1337,crecida,2015-03-28,48.1,humeda
UMAP,6.6547,8.1078,crecida,2015-03-29,45.5,humeda
UMAP,6.667,7.8857,base,2015-04-01,26.5,humeda
UMAP,6.7296,7.7032,base,2015-04-03,25.0,humeda
UMAP,6.7287,7.5568,base,2015-04-04,24.4,humeda
UMAP,6.7589,7.4508,base,2015-04-05,24.2,humeda
UMAP,6.8082,7.3191,base,2015-04-06,23.9,humeda
UMAP,7.0074,6.8711,base,2015-04-11,20.2,humeda
UMAP,7.2364,6.4307,base,2015-04-19,17.5,humeda
UMAP,7.3012,6.1354,base,2015-04-25,15.5,humeda
UMAP,7.3312,5.9342,base,2015-04-28,15.2,humeda
UMAP,7.2838,5.8426,base,2015-04-30,14.7,humeda
UMAP,6.6712,3.952,base,2015-05-15,9.7,seca
UMAP,6.7169,3.9221,base,2015-05-16,9.7,seca
UMAP,8.0384,3.7972,base,2015-05-24,8.8,seca
UMAP,9.0561,4.2866,base,2015-05-28,8.5,seca
UMAP,9.7,5.0158,base,2015-06-01,7.8,seca
UMAP,9.8854,5.0746,base,2015-06-04,7.6,seca
UMAP,9.8796,5.0637,base,2015-06-05,7.5,seca
UMAP,10.2486,4.7052,base,2015-06-13,7.2,seca
UMAP,10.7908,4.6202,base,2015-06-21,7.0,seca
UMAP,11.8868,7.1209,base,2015-06-28,6.6,seca
UMAP,11.9056,7.3032,base,2015-06-29,6.3,seca
UMAP,12.0304,7.3254,base,2015-06-30,6.0,seca
UMAP,12.7161,6.1185,base,2015-07-12,6.7,seca
UMAP,13.3059,6.0498,base,2015-07-20,6.4,seca
UMAP,13.0509,5.9065,base,2015-07-23,5.5,seca
UMAP,13.7853,6.3294,base,2015-07-31,5.1,seca
UMAP,13.9734,6.4727,base,2015-08-01,6.9,seca
UMAP,14.1266,6.6338,base,2015-08-03,6.8,seca
UMAP,14.3386,6.8297,base,2015-08-05,6.7,seca
UMAP,12.5112,11.076,base,2015-08-21,6.2,seca
UMAP,12.2902,11.2157,base,2015-08-22,6.2,seca
UMAP,12.0036,11.3626,base,2015-08-24,6.2,seca
UMAP,11.2963,11.1774,base,2015-08-29,5.9,seca
UMAP,11.1638,11.0697,base,2015-08-30,5.8,seca
UMAP,10.7994,10.4811,base,2015-09-04,7.0,seca
UMAP,10.7611,10.0972,base,2015-09-06,7.0,seca
UMAP,11.1602,9.0903,base,2015-09-11,6.8,seca
UMAP,11.3358,8.8807,base,2015-09-13,6.7,seca
UMAP,11.3773,8.7412,base,2015-09-14,6.7,seca
UMAP,11.6678,8.3877,base,2015-09-17,6.6,seca
UMAP,11.6197,8.251,base,2015-09-18,6.6,seca
UMAP,11.6729,8.1577,base,2015-09-19,6.6,seca
UMAP,11.6632,8.0198,base,2015-09-20,6.6,seca
UMAP,11.3989,7.175,base,2015-09-26,6.5,seca
UMAP,11.095,7.0383,base,2015-09-29,6.4,seca
UMAP,10.9103,7.0393,base,2015-10-01,7.0,seca
UMAP,10.8533,7.0798,base,2015-10-02,7.0,seca
UMAP,10.7495,7.1482,base,2015-10-03,6.8,seca
UMAP,10.7489,8.8079,base,2015-10-19,6.3,seca
UMAP,10.7797,8.7935,base,2015-10-20,6.2,seca
UMAP,10.9654,8.6408,base,2015-10-22,6.2,seca
UMAP,11.0078,8.5665,base,2015-10-23,6.2,seca
UMAP,11.2463,8.3541,base,2015-10-26,6.1,seca
UMAP,12.3775,10.5697,base,2015-10-29,6.1,seca
UMAP,11.4532,11.506,base,2015-11-10,6.0,seca
UMAP,10.7854,9.102,base,2015-11-24,5.5,seca
UMAP,10.8206,9.0277,base,2015-11-25,5.4,seca
UMAP,11.2535,8.0944,base,2015-12-02,5.9,humeda
UMAP,11.2948,7.5663,base,2015-12-06,5.6,humeda
UMAP,11.2527,7.369,base,2015-12-07,5.6,humeda
UMAP,10.9448,6.6576,base,2015-12-13,5.6,humeda
UMAP,9.7936,6.858,base,2015-12-23,6.6,humeda
UMAP,9.5318,7.1241,base,2015-12-27,6.6,humeda
UMAP,9.2241,7.362,base,2016-01-01,6.9,humeda
UMAP,9.245,7.3302,base,2016-01-02,6.9,humeda
UMAP,9.1489,7.4455,base,2016-01-05,6.9,humeda
UMAP,9.1363,7.5059,base,2016-01-06,6.9,humeda
UMAP,9.2054,7.6579,base,2016-01-10,6.9,humeda
UMAP,9.2161,7.6729,base,2016-01-11,6.9,humeda
UMAP,9.3261,7.8193,base,2016-01-14,6.9,humeda
UMAP,9.1677,8.0806,base,2016-01-22,6.9,humeda
UMAP,9.072,8.0207,base,2016-01-28,6.9,humeda
UMAP,9.0514,8.0087,base,2016-01-29,6.9,humeda
UMAP,9.0658,9.0771,base,2016-02-10,14.0,humeda
UMAP,9.0778,7.7441,base,2016-02-15,14.0,humeda
UMAP,9.0896,8.3087,base,2016-02-24,13.8,humeda
UMAP,8.9673,8.8293,base,2016-02-26,14.1,humeda
UMAP,8.8882,8.9726,base,2016-02-27,14.1,humeda
UMAP,8.6226,9.1062,base,2016-03-01,13.2,humeda
UMAP,8.4542,9.0697,base,2016-03-02,13.2,humeda
UMAP,8.2976,8.613,base,2016-03-09,13.2,humeda
UMAP,8.218,8.4624,base,2016-03-10,13.2,humeda
UMAP,8.0872,7.7755,base,2016-03-15,13.2,humeda
UMAP,7.7431,6.8507,base,2016-03-19,13.2,humeda
UMAP,7.7197,6.5382,base,2016-03-22,13.2,humeda
UMAP,7.8954,6.1637,base,2016-03-29,13.2,humeda
UMAP,8.0228,6.1417,base,2016-03-31,13.2,humeda
UMAP,8.044,6.0952,base,2016-04-01,13.7,humeda
UMAP,8.1471,6.0363,base,2016-04-05,13.7,humeda
UMAP,8.279,6.0259,base,2016-04-10,13.7,humeda
UMAP,8.2521,6.3811,base,2016-04-13,13.7,humeda
UMAP,8.2634,6.3493,base,2016-04-16,13.7,humeda
UMAP,8.3427,6.312,base,2016-04-17,13.7,humeda
UMAP,8.3989,6.2132,base,2016-04-19,13.7,humeda
UMAP,8.5297,5.9679,base,2016-04-22,13.7,humeda
UMAP,8.7148,6.0329,base,2016-04-26,13.7,humeda
UMAP,8.82,5.9038,base,2016-04-29,13.7,humeda
UMAP,8.9881,5.7187,base,2016-05-02,8.2,seca
UMAP,9.1159,5.6797,base,2016-05-16,8.2,seca
UMAP,9.3132,5.5372,base,2016-05-23,8.2,seca
UMAP,9.4895,5.4397,base,2016-05-25,8.2,seca
UMAP,9.9839,5.2763,base,2016-05-31,8.2,seca
UMAP,10.1786,5.2792,base,2016-06-02,5.9,seca
UMAP,10.3456,5.2014,base,2016-06-05,5.9,seca
UMAP,10.2815,5.1352,base,2016-06-07,5.9,seca
UMAP,11.0528,5.2663,base,2016-06-11,5.9,seca
UMAP,11.7282,5.5431,base,2016-06-13,5.9,seca
UMAP,12.4336,8.161,base,2016-06-29,5.9,seca
UMAP,12.473,8.152,base,2016-06-30,5.9,seca
UMAP,12.4524,7.1443,base,2016-07-08,4.8,seca
UMAP,12.4449,6.992,base,2016-07-09,4.8,seca
UMAP,13.4168,6.117,base,2016-07-21,4.8,seca
UMAP,13.5344,6.2141,base,2016-07-22,4.8,seca
UMAP,15.4503,7.1456,base,2016-08-05,5.6,seca
UMAP,15.5829,7.2187,base,2016-08-09,5.6,seca
UMAP,15.554,7.2482,base,2016-08-12,5.6,seca
UMAP,15.5852,7.3019,base,2016-08-17,5.6,seca
UMAP,15.2953,8.2833,base,2016-08-23,5.6,seca
UMAP,14.0133,9.5175,base,2016-09-11,4.8,seca
UMAP,14.0108,9.4845,base,2016-09-12,4.8,seca
UMAP,13.883,9.2953,base,2016-09-14,4.8,seca
UMAP,13.8295,9.1745,base,2016-09-16,4.8,seca
UMAP,13.7138,9.0215,base,2016-09-19,4.8,seca
UMAP,13.6583,8.9455,base,2016-09-20,4.8,seca
UMAP,12.9526,10.3065,base,2016-09-27,4.8,seca
UMAP,12.6946,10.5411,base,2016-09-29,4.8,seca
UMAP,12.5406,10.6498,base,2016-09-30,4.8,seca
UMAP,11.8219,10.9825,base,2016-10-05,4.6,seca
UMAP,11.3243,10.8535,base,2016-10-09,4.6,seca
UMAP,11.0631,9.9001,base,2016-10-18,4.6,seca
UMAP,11.3289,9.1413,base,2016-10-23,4.6,seca
UMAP,11.432,8.7924,base,2016-10-26,4.6,seca
UMAP,11.5187,7.8874,base,2016-11-01,4.7,seca
UMAP,11.3812,7.2227,base,2016-11-06,4.7,seca
UMAP,10.8585,6.9833,base,2016-11-12,4.7,seca
UMAP,10.5675,7.8449,base,2016-11-27,4.7,seca
UMAP,11.863,7.9205,base,2016-12-06,5.6,humeda
UMAP,11.9016,7.948,base,2016-12-07,5.6,humeda
UMAP,10.3898,9.4369,base,2016-12-21,5.6,humeda
UMAP,10.412,9.5237,base,2016-12-22,5.6,humeda
UMAP,10.4147,9.5659,base,2016-12-23,5.6,humeda
UMAP,9.8122,9.9069,base,2017-01-04,6.9,humeda
UMAP,9.6257,9.9478,base,2017-01-07,6.9,humeda
UMAP,9.5817,10.006,base,2017-01-08,6.9,humeda
UMAP,9.0986,9.9358,base,2017-01-14,10.4,humeda
UMAP,8.9088,9.7182,base,2017-01-19,18.5,humeda
UMAP,8.7508,9.6415,base,2017-01-22,21.5,humeda
UMAP,8.769,9.5893,crecida,2017-01-23,47.0,humeda
UMAP,8.6587,9.5855,crecida,2017-01-24,49.5,humeda
UMAP,8.6774,9.5828,crecida,2017-01-25,63.9,humeda
UMAP,8.6575,9.6183,crecida,2017-01-26,93.1,humeda
UMAP,8.5626,9.6861,crecida,2017-01-27,93.1,humeda
UMAP,8.5134,9.7344,crecida,2017-01-28,83.7,humeda
UMAP,8.4392,9.7271,crecida,2017-01-29,70.4,humeda
UMAP,8.3651,9.7252,crecida,2017-01-30,65.8,humeda
UMAP,8.1834,9.7258,crecida,2017-01-31,55.6,humeda
UMAP,8.0816,9.6996,crecida,2017-02-01,49.9,humeda
UMAP,8.0142,9.6611,crecida,2017-02-02,46.0,humeda
UMAP,7.8087,9.559,crecida,2017-02-03,41.5,humeda
UMAP,7.248,9.1989,crecida,2017-02-08,41.1,humeda
UMAP,7.104,9.1424,crecida,2017-02-09,49.9,humeda
UMAP,5.5201,8.1026,crecida,2017-02-10,49.9,humeda
UMAP,5.3504,7.969,crecida,2017-02-11,53.1,humeda
UMAP,5.1786,7.8851,crecida,2017-02-12,49.9,humeda
UMAP,5.1523,7.8701,crecida,2017-02-13,42.1,humeda
UMAP,5.0665,7.8552,crecida,2017-02-14,49.9,humeda
UMAP,4.9483,7.8193,crecida,2017-02-15,57.8,humeda
UMAP,4.9529,7.8166,crecida,2017-02-16,58.5,humeda
UMAP,4.8175,7.7517,crecida,2017-02-17,61.2,humeda
UMAP,4.7279,7.6954,crecida,2017-02-18,60.5,humeda
UMAP,4.6742,7.7016,crecida,2017-02-19,57.0,humeda
UMAP,4.6225,7.6601,crecida,2017-02-20,49.9,humeda
UMAP,4.5455,7.6474,crecida,2017-02-21,43.8,humeda
UMAP,4.4641,7.5378,crecida,2017-02-22,44.2,humeda
UMAP,4.4221,7.4721,crecida,2017-02-23,49.1,humeda
UMAP,4.3572,7.4641,crecida,2017-02-24,41.3,humeda
UMAP,4.3514,7.4245,crecida,2017-02-25,58.7,humeda
UMAP,4.3087,7.3867,crecida,2017-02-26,68.1,humeda
UMAP,4.2761,7.3764,crecida,2017-02-27,68.3,humeda
UMAP,4.2413,7.37,crecida,2017-02-28,68.2,humeda
UMAP,4.2056,7.3216,crecida,2017-03-01,58.1,humeda
UMAP,4.156,7.2771,crecida,2017-03-02,56.7,humeda
UMAP,4.0784,7.2331,crecida,2017-03-03,56.8,humeda
UMAP,4.0072,7.2272,crecida,2017-03-04,57.3,humeda
UMAP,3.8859,7.1825,crecida,2017-03-05,56.5,humeda
UMAP,3.8903,7.1896,crecida,2017-03-06,56.4,humeda
UMAP,3.7306,7.2361,crecida,2017-03-07,56.5,humeda
UMAP,3.6699,7.2459,crecida,2017-03-08,57.8,humeda
UMAP,3.5155,7.2906,crecida,2017-03-09,63.4,humeda
UMAP,3.3922,7.3715,crecida,2017-03-10,68.3,humeda
UMAP,3.3614,7.3876,crecida,2017-03-11,68.9,humeda
UMAP,3.2956,7.4397,crecida,2017-03-12,68.7,humeda
UMAP,3.1559,7.5071,crecida,2017-03-13,69.4,humeda
UMAP,3.0681,7.5277,crecida,2017-03-14,71.8,humeda
UMAP,2.976,7.5704,crecida,2017-03-15,75.1,humeda
UMAP,2.9162,7.593,crecida,2017-03-16,75.5,humeda
UMAP,2.8172,7.6514,crecida,2017-03-17,72.3,humeda
UMAP,2.764,7.6564,crecida,2017-03-18,73.4,humeda
UMAP,2.7351,7.6745,crecida,2017-03-19,77.0,humeda
UMAP,2.6893,7.6751,crecida,2017-03-20,75.0,humeda
UMAP,2.6848,7.7062,crecida,2017-03-21,70.8,humeda
UMAP,2.607,7.6874,crecida,2017-03-22,69.3,humeda
UMAP,2.5843,7.6874,crecida,2017-03-23,69.7,humeda
UMAP,2.5606,7.6808,crecida,2017-03-24,69.5,humeda
UMAP,2.5565,7.6689,crecida,2017-03-25,68.2,humeda
UMAP,2.5764,7.7296,crecida,2017-03-26,66.3,humeda
UMAP,2.4797,7.6826,crecida,2017-03-27,68.8,humeda
UMAP,2.499,7.671,crecida,2017-03-28,70.1,humeda
UMAP,2.4546,7.6645,crecida,2017-03-29,68.9,humeda
UMAP,2.4718,7.67,crecida,2017-03-30,69.7,humeda
UMAP,2.4611,7.6549,crecida,2017-03-31,71.2,humeda
UMAP,2.472,7.6507,crecida,2017-04-01,85.6,humeda
UMAP,2.4723,7.6623,crecida,2017-04-02,85.6,humeda
UMAP,2.487,7.6156,crecida,2017-04-03,85.6,humeda
UMAP,2.4467,7.6004,crecida,2017-04-04,85.6,humeda
UMAP,2.4281,7.5735,crecida,2017-04-05,85.6,humeda
UMAP,2.4148,7.5546,crecida,2017-04-06,85.6,humeda
UMAP,2.4242,7.5296,crecida,2017-04-07,85.6,humeda
UMAP,2.392,7.513,crecida,2017-04-08,77.4,humeda
UMAP,2.377,7.4619,crecida,2017-04-09,73.9,humeda
UMAP,2.3622,7.3583,crecida,2017-04-10,69.7,humeda
UMAP,2.3529,7.3087,crecida,2017-04-11,65.6,humeda
UMAP,2.3419,7.2045,crecida,2017-04-12,62.9,humeda
UMAP,2.34,7.0992,crecida,2017-04-13,57.3,humeda
UMAP,2.3185,7.0038,crecida,2017-04-14,54.4,humeda
UMAP,2.3194,6.8912,crecida,2017-04-15,52.7,humeda
UMAP,2.3336,6.8369,crecida,2017-04-16,47.2,humeda
UMAP,2.3454,6.7191,crecida,2017-04-17,45.5,humeda
UMAP,2.3658,6.5957,crecida,2017-04-18,43.0,humeda
UMAP,2.3922,6.4093,base,2017-04-20,34.8,humeda
UMAP,2.4222,6.3279,base,2017-04-22,28.5,humeda
UMAP,2.6137,5.6568,base,2017-04-30,23.2,humeda
UMAP,2.8297,5.2417,base,2017-05-05,14.0,seca
UMAP,2.8987,5.1126,base,2017-05-07,13.6,seca
UMAP,2.9383,5.0798,base,2017-05-08,13.5,seca
UMAP,2.9984,5.0004,base,2017-05-09,13.5,seca
UMAP,3.3307,4.6854,base,2017-05-16,12.9,seca
UMAP,3.4406,4.6082,base,2017-05-18,12.6,seca
UMAP,4.2826,4.0682,base,2017-05-25,11.5,seca
UMAP,4.6362,3.911,base,2017-05-27,10.9,seca
UMAP,4.7774,3.8527,base,2017-05-28,10.6,seca
UMAP,4.9761,3.7929,base,2017-05-29,10.5,seca
UMAP,5.4564,3.6778,base,2017-05-31,10.3,seca
UMAP,8.7005,3.485,base,2017-06-15,8.2,seca
UMAP,9.6065,3.5938,base,2017-06-18,8.0,seca
UMAP,10.1861,3.9308,base,2017-06-23,7.8,seca
UMAP,10.5764,4.7124,base,2017-06-27,7.5,seca
UMAP,10.8084,5.0754,base,2017-06-29,7.5,seca
UMAP,11.9751,5.2513,base,2017-07-13,7.3,seca
UMAP,12.5367,5.7335,base,2017-07-19,7.1,seca
UMAP,12.9759,6.7189,base,2017-07-24,7.0,seca
UMAP,13.0142,6.9118,base,2017-07-25,7.0,seca
UMAP,13.0056,8.3175,base,2017-08-03,7.5,seca
UMAP,13.0062,8.4005,base,2017-08-04,7.5,seca
