metodo,x,y,regimen,fecha,q,temporada
Isomap,-5.466,4.0928,base,2020-10-09,6.6,seca
Isomap,-5.4605,3.9539,base,2020-10-11,6.3,seca
Isomap,-5.2321,4.1342,base,2020-10-21,8.3,seca
Isomap,-5.3129,4.1112,base,2020-10-22,8.4,seca
Isomap,-6.6091,3.6431,base,2020-10-29,8.2,seca
Isomap,-7.3041,3.6973,base,2020-10-30,7.9,seca
Isomap,-8.836,3.1139,base,2020-11-02,6.4,seca
Isomap,-8.461,1.6594,base,2020-11-05,5.7,seca
Isomap,-8.9541,2.2316,base,2020-11-06,5.6,seca
Isomap,-9.1676,2.0402,base,2020-11-12,5.4,seca
Isomap,-9.1458,2.0847,base,2020-11-13,5.5,seca
Isomap,-8.6644,2.5988,base,2020-11-16,6.2,seca
Isomap,-7.8588,3.3541,base,2020-11-19,5.7,seca
Isomap,-8.3815,4.6599,base,2020-11-22,5.7,seca
Isomap,-7.2133,3.387,base,2020-11-25,5.1,seca
Isomap,-7.314,2.9155,base,2020-11-27,4.7,seca
Isomap,-9.669,2.3323,base,2020-12-05,14.7,humeda
Isomap,-14.7461,-3.5467,base,2020-12-11,14.2,humeda
Isomap,-14.3751,-2.4999,base,2020-12-13,11.0,humeda
Isomap,-15.1964,-3.2129,base,2020-12-23,16.3,humeda
Isomap,-13.3336,-5.4093,base,2020-12-24,18.2,humeda
Isomap,-11.011,-7.5496,base,2020-12-27,36.3,humeda
Isomap,-10.5464,-10.7829,crecida,2020-12-28,56.1,humeda
Isomap,-9.0971,-12.7394,crecida,2020-12-29,53.7,humeda
Isomap,-7.2025,-12.9092,crecida,2021-01-02,42.6,humeda
Isomap,-7.5317,-14.7905,crecida,2021-01-03,69.2,humeda
Isomap,-5.6611,-20.8845,crecida,2021-01-04,70.5,humeda
Isomap,-4.5638,-22.2454,crecida,2021-01-05,71.3,humeda
Isomap,-0.2426,-26.2068,crecida,2021-01-06,69.0,humeda
Isomap,3.5707,-29.9911,crecida,2021-01-07,76.8,humeda
Isomap,4.4402,-30.0412,crecida,2021-01-08,75.1,humeda
Isomap,4.4282,-30.4678,crecida,2021-01-09,70.4,humeda
Isomap,5.3992,-31.4264,crecida,2021-01-10,65.4,humeda
Isomap,5.6548,-30.8286,crecida,2021-01-11,69.0,humeda
Isomap,6.1888,-31.8084,crecida,2021-01-12,64.0,humeda
Isomap,8.7952,-36.2682,crecida,2021-01-13,66.7,humeda
Isomap,13.1401,-37.5885,crecida,2021-01-14,81.2,humeda
Isomap,13.9619,-38.2441,crecida,2021-01-15,93.1,humeda
Isomap,11.46,-39.6345,crecida,2021-01-16,82.9,humeda
Isomap,13.5504,-40.8539,crecida,2021-01-17,67.5,humeda
Isomap,14.9892,-42.2427,crecida,2021-01-18,60.6,humeda
Isomap,16.2907,-42.7538,crecida,2021-01-19,54.9,humeda
Isomap,12.7996,-40.3981,crecida,2021-01-20,56.8,humeda
Isomap,13.4317,-39.4869,crecida,2021-01-21,55.5,humeda
Isomap,14.4687,-39.5899,crecida,2021-01-22,51.6,humeda
Isomap,15.4592,-32.7297,crecida,2021-01-23,48.2,humeda
Isomap,16.1936,-30.7353,crecida,2021-01-24,46.1,humeda
Isomap,17.2736,-29.8537,crecida,2021-01-25,69.2,humeda
Isomap,22.5952,-35.6509,crecida,2021-01-26,85.5,humeda
Isomap,26.927,-43.443,crecida,2021-01-27,85.4,humeda
Isomap,31.8639,-44.4569,crecida,2021-01-28,77.7,humeda
Isomap,30.6364,-42.8029,crecida,2021-01-29,68.8,humeda
Isomap,32.4441,-35.9878,crecida,2021-01-30,60.2,humeda
Isomap,32.7487,-35.0359,crecida,2021-01-31,64.6,humeda
Isomap,31.7842,-33.896,crecida,2021-02-01,68.3,humeda
Isomap,27.3766,-32.8409,crecida,2021-02-02,71.9,humeda
Isomap,25.7975,-29.5731,crecida,2021-02-03,69.5,humeda
Isomap,24.2382,-28.2824,crecida,2021-02-04,61.7,humeda
Isomap,24.885,-28.7426,crecida,2021-02-05,60.7,humeda
Isomap,26.758,-28.4233,crecida,2021-02-06,69.7,humeda
Isomap,25.9885,-26.759,crecida,2021-02-07,72.1,humeda
Isomap,28.0701,-27.9059,crecida,2021-02-08,59.6,humeda
Isomap,28.3922,-27.2862,crecida,2021-02-09,49.5,humeda
Isomap,26.8607,-26.8963,crecida,2021-02-10,41.6,humeda
Isomap,28.5821,-25.9499,base,2021-02-11,35.3,humeda
Isomap,33.1112,-20.9033,base,2021-02-14,22.3,humeda
Isomap,34.815,-19.0686,base,2021-02-16,18.3,humeda
Isomap,28.5693,-0.2114,base,2021-02-23,15.1,humeda
Isomap,28.1337,1.1329,base,2021-02-24,14.6,humeda
Isomap,23.65,20.9432,crecida,2021-03-08,65.2,humeda
Isomap,23.4207,21.368,crecida,2021-03-09,58.1,humeda
Isomap,24.1498,16.1324,crecida,2021-03-10,59.5,humeda
Isomap,24.9782,13.5872,crecida,2021-03-11,62.7,humeda
Isomap,26.3402,15.5995,crecida,2021-03-12,56.5,humeda
Isomap,26.0696,14.5058,crecida,2021-03-13,54.7,humeda
Isomap,26.2795,13.1097,crecida,2021-03-14,43.6,humeda
Isomap,27.6451,9.8848,crecida,2021-03-15,49.0,humeda
Isomap,30.0598,2.0287,crecida,2021-03-16,45.3,humeda
Isomap,32.7127,-1.9215,crecida,2021-03-17,46.9,humeda
Isomap,32.7302,-13.6768,crecida,2021-03-18,55.0,humeda
Isomap,31.683,-16.7413,crecida,2021-03-19,46.7,humeda
Isomap,32.0908,-19.336,base,2021-03-21,32.2,humeda
Isomap,28.2701,-20.6831,crecida,2021-03-24,50.8,humeda
Isomap,25.0058,-27.3585,crecida,2021-03-25,66.3,humeda
Isomap,22.8747,-28.9428,crecida,2021-03-26,84.0,humeda
Isomap,21.4237,-29.7986,crecida,2021-03-27,76.7,humeda
Isomap,21.8813,-29.7552,crecida,2021-03-28,68.0,humeda
Isomap,22.8903,-27.5565,crecida,2021-03-29,54.9,humeda
Isomap,22.0864,-30.2726,crecida,2021-03-30,54.9,humeda
Isomap,16.7323,-31.244,crecida,2021-03-31,53.5,humeda
Isomap,11.4237,-31.8259,crecida,2021-04-01,54.6,humeda
Isomap,14.176,-33.6383,crecida,2021-04-02,51.3,humeda
Isomap,11.782,-37.2376,crecida,2021-04-03,45.0,humeda
Isomap,14.2878,-37.6171,crecida,2021-04-04,45.9,humeda
Isomap,14.1793,-35.2855,crecida,2021-04-05,42.6,humeda
Isomap,15.19,-30.6479,crecida,2021-04-06,44.2,humeda
Isomap,19.2799,-30.2052,crecida,2021-04-07,46.7,humeda
Isomap,20.1643,-33.955,crecida,2021-04-08,58.4,humeda
Isomap,22.4769,-32.7638,crecida,2021-04-09,64.1,humeda
Isomap,21.4305,-29.369,crecida,2021-04-10,54.0,humeda
Isomap,22.5771,-27.0024,crecida,2021-04-11,56.5,humeda
Isomap,25.08,-21.7264,crecida,2021-04-12,45.9,humeda
Isomap,22.704,-2.883,base,2021-04-29,15.4,humeda
Isomap,22.3733,1.8084,base,2021-04-30,14.8,humeda
Isomap,22.9637,9.0405,base,2021-05-02,13.4,seca
Isomap,24.8085,18.5361,base,2021-05-11,11.7,seca
Isomap,23.4185,16.2012,base,2021-05-12,11.3,seca
Isomap,20.6157,14.7747,base,2021-05-18,10.1,seca
Isomap,17.8263,18.6505,base,2021-05-21,9.6,seca
Isomap,14.246,14.2892,base,2021-05-27,8.9,seca
Isomap,12.1116,13.2211,base,2021-05-29,9.0,seca
Isomap,9.4659,13.3,base,2021-06-02,8.6,seca
Isomap,5.6987,11.8958,base,2021-06-08,8.2,seca
Isomap,2.4883,10.0865,base,2021-06-12,8.2,seca
Isomap,1.3778,9.3583,base,2021-06-14,8.3,seca
Isomap,-0.1925,6.3256,base,2021-06-23,7.5,seca
Isomap,-0.4301,5.9912,base,2021-06-27,7.2,seca
Isomap,-0.5272,5.9094,base,2021-06-28,7.2,seca
Isomap,-0.6835,5.799,base,2021-06-30,7.0,seca
Isomap,-0.9276,5.5464,base,2021-07-05,7.7,seca
Isomap,-1.3543,5.4781,base,2021-07-08,7.5,seca
Isomap,-1.9358,5.1711,base,2021-07-13,7.3,seca
Isomap,-1.88,4.9037,base,2021-07-15,7.1,seca
Isomap,-2.248,4.7675,base,2021-07-18,7.0,seca
Isomap,-2.3185,4.6973,base,2021-07-19,6.8,seca
Isomap,-2.8654,4.4546,base,2021-07-28,6.8,seca
Isomap,-3.2466,4.2759,base,2021-08-06,6.8,seca
Isomap,-3.447,4.1624,base,2021-08-11,6.6,seca
Isomap,-4.3084,4.0319,base,2021-08-20,7.4,seca
Isomap,-4.2712,4.0402,base,2021-08-23,7.7,seca
Isomap,-5.0449,3.8353,base,2021-09-02,7.7,seca
Isomap,-4.8564,4.0044,base,2021-09-06,7.4,seca
Isomap,-5.0584,4.6373,base,2021-09-13,8.2,seca
Isomap,-5.0951,4.7162,base,2021-09-14,7.6,seca
Isomap,-5.1987,4.5509,base,2021-09-16,7.5,seca
Isomap,-5.393,3.9732,base,2021-09-21,7.3,seca
Isomap,-5.4692,3.9559,base,2021-09-22,7.2,seca
Isomap,-5.816,3.9792,base,2021-09-25,6.7,seca
Isomap,-5.1985,3.9813,base,2021-10-01,6.6,seca
Isomap,-6.3341,0.3203,base,2021-10-20,11.1,seca
Isomap,-6.5492,0.4422,base,2021-10-23,9.3,seca
Isomap,-6.585,0.5934,base,2021-10-24,8.5,seca
Isomap,-8.3008,4.1657,base,2021-11-14,6.6,seca
Isomap,-5.6795,2.6057,base,2021-11-20,6.6,seca
Isomap,-9.5718,-0.7048,base,2021-12-07,24.9,humeda
Isomap,-10.71,-2.2578,base,2021-12-08,32.1,humeda
Isomap,-11.0721,-6.2271,base,2021-12-10,17.5,humeda
Isomap,-9.512,-6.9978,base,2021-12-14,9.2,humeda
Isomap,-10.087,-3.9573,base,2021-12-18,7.4,humeda
Isomap,-11.8055,-1.865,base,2021-12-24,6.8,humeda
Isomap,-11.0221,-1.8659,base,2021-12-31,7.3,humeda
Isomap,-10.3923,-0.4844,base,2022-01-04,7.3,humeda
Isomap,-11.3113,0.1745,base,2022-01-07,7.6,humeda
Isomap,-2.915,-1.0892,base,2022-01-12,6.9,humeda
Isomap,-1.9111,3.6296,base,2022-01-18,7.5,humeda
Isomap,-3.4203,8.1185,base,2022-01-24,9.6,humeda
Isomap,-7.623,6.4667,base,2022-01-29,9.0,humeda
Isomap,-8.6314,3.7635,base,2022-02-02,9.4,humeda
Isomap,-9.4624,-2.1559,base,2022-02-08,27.6,humeda
Isomap,-7.3138,-4.1563,base,2022-02-09,27.5,humeda
Isomap,-8.4046,-4.5263,crecida,2022-02-12,58.7,humeda
Isomap,-9.7993,-5.2274,crecida,2022-02-13,56.8,humeda
Isomap,-10.8032,-5.3855,crecida,2022-02-14,41.5,humeda
Isomap,-10.5968,-6.9042,base,2022-02-15,32.7,humeda
Isomap,-12.0517,-8.0301,crecida,2022-02-18,44.7,humeda
Isomap,-11.51,-9.418,crecida,2022-02-19,44.1,humeda
Isomap,-11.7276,-10.4014,base,2022-02-20,38.7,humeda
Isomap,-10.4044,-14.8446,crecida,2022-02-26,49.9,humeda
Isomap,-8.5614,-16.5023,crecida,2022-02-27,49.9,humeda
Isomap,-6.3052,-15.9952,crecida,2022-02-28,41.0,humeda
Isomap,-6.0452,-17.2843,crecida,2022-03-01,44.4,humeda
Isomap,-6.5301,-18.6593,crecida,2022-03-02,51.4,humeda
Isomap,-2.6241,-24.3946,crecida,2022-03-03,59.9,humeda
Isomap,1.9563,-27.1214,crecida,2022-03-04,60.7,humeda
Isomap,2.7008,-28.0423,crecida,2022-03-05,54.9,humeda
Isomap,1.4929,-26.725,crecida,2022-03-06,49.3,humeda
Isomap,4.9644,-26.7541,crecida,2022-03-07,57.4,humeda
Isomap,6.0474,-30.8076,crecida,2022-03-08,58.0,humeda
Isomap,6.4556,-30.7263,crecida,2022-03-09,56.3,humeda
Isomap,8.8448,-33.1175,crecida,2022-03-10,56.5,humeda
Isomap,10.2267,-35.2332,crecida,2022-03-11,58.1,humeda
Isomap,10.3961,-36.9708,crecida,2022-03-12,66.2,humeda
Isomap,11.4634,-38.3467,crecida,2022-03-13,76.2,humeda
Isomap,12.6069,-39.542,crecida,2022-03-14,82.1,humeda
Isomap,5.8341,-38.7082,crecida,2022-03-15,71.0,humeda
Isomap,9.9137,-35.8765,crecida,2022-03-16,58.6,humeda
Isomap,10.828,-41.8473,crecida,2022-03-17,48.4,humeda
Isomap,29.8382,-31.9855,crecida,2022-03-28,50.9,humeda
Isomap,30.3301,-31.7926,crecida,2022-03-29,51.0,humeda
Isomap,30.7167,-32.5205,crecida,2022-03-30,58.1,humeda
Isomap,33.2617,-29.7504,crecida,2022-03-31,66.3,humeda
Isomap,30.9678,-27.3221,crecida,2022-04-01,62.5,humeda
Isomap,33.8597,-25.8402,crecida,2022-04-02,73.7,humeda
Isomap,35.4033,-34.3193,crecida,2022-04-03,85.6,humeda
Isomap,35.885,-35.6038,crecida,2022-04-04,73.5,humeda
Isomap,36.6778,-37.72,crecida,2022-04-05,65.4,humeda
Isomap,36.2093,-36.5913,crecida,2022-04-06,54.0,humeda
Isomap,36.1902,-34.9933,crecida,2022-04-07,48.1,humeda
Isomap,31.6664,-33.7519,crecida,2022-04-08,43.6,humeda
Isomap,30.3629,-30.0342,crecida,2022-04-09,41.2,humeda
Isomap,27.1814,-20.7543,base,2022-04-12,32.5,humeda
Isomap,25.0447,-18.3523,base,2022-04-13,30.7,humeda
Isomap,26.0231,-13.4833,base,2022-04-16,22.5,humeda
Isomap,30.5273,2.3286,base,2022-04-21,17.5,humeda
Isomap,40.3136,16.863,base,2022-04-25,15.6,humeda
Isomap,34.8207,21.0564,base,2022-04-28,15.2,humeda
Isomap,32.693,19.4789,base,2022-04-29,14.6,humeda
Isomap,35.5255,10.4808,base,2022-05-01,13.2,seca
Isomap,23.935,15.4001,base,2022-05-05,12.5,seca
Isomap,19.7017,23.0989,base,2022-05-10,10.8,seca
Isomap,17.528,19.7721,base,2022-05-14,10.3,seca
Isomap,16.3162,18.8203,base,2022-05-15,9.9,seca
Isomap,14.7275,14.8891,base,2022-05-17,9.2,seca
Isomap,11.1723,13.0103,base,2022-05-21,10.2,seca
Isomap,10.4474,14.186,base,2022-05-24,9.4,seca
Isomap,9.9299,16.1182,base,2022-05-27,8.3,seca
Isomap,10.8391,16.2498,base,2022-05-29,8.4,seca
Isomap,5.3594,12.2307,base,2022-06-04,8.7,seca
Isomap,4.6549,11.6549,base,2022-06-05,8.4,seca
Isomap,0.1197,8.0208,base,2022-06-14,7.5,seca
Isomap,-0.1187,7.4664,base,2022-06-15,7.1,seca
Isomap,0.1584,6.9344,base,2022-06-16,7.1,seca
Isomap,-1.0,6.4943,base,2022-06-21,7.1,seca
Isomap,-0.9862,6.2253,base,2022-06-23,7.0,seca
Isomap,-1.1216,6.0974,base,2022-06-24,7.2,seca
Isomap,-0.8615,5.483,base,2022-06-28,7.7,seca
Isomap,-1.9646,4.8172,base,2022-07-09,6.8,seca
Isomap,-3.7083,3.9527,base,2022-07-20,7.1,seca
Isomap,-4.0987,3.849,base,2022-07-22,6.8,seca
Isomap,-4.3951,3.8404,base,2022-07-24,6.7,seca
Isomap,-4.406,4.1516,base,2022-07-31,6.4,seca
Isomap,-4.3572,4.2257,base,2022-08-01,6.6,seca
Isomap,-4.3934,4.4354,base,2022-08-05,6.5,seca
Isomap,-4.4899,4.5557,base,2022-08-07,7.1,seca
Isomap,-4.6744,4.52,base,2022-08-10,6.4,seca
Isomap,-4.7804,4.4259,base,2022-08-12,6.3,seca
Isomap,-4.8796,4.1854,base,2022-08-14,5.7,seca
Isomap,-5.0544,4.055,base,2022-08-17,5.6,seca
Isomap,-5.4395,3.9178,base,2022-08-22,7.1,seca
Isomap,-4.6685,4.2758,base,2022-09-08,6.2,seca
Isomap,-4.6605,4.3126,base,2022-09-10,6.2,seca
Isomap,-4.7802,4.1865,base,2022-09-14,6.5,seca
Isomap,-4.7829,4.0645,base,2022-09-16,6.5,seca
Isomap,-4.4453,3.9955,base,2022-09-23,6.6,seca
Isomap,-4.8787,3.9103,base,2022-10-05,6.4,seca
Isomap,-4.9338,3.9083,base,2022-10-06,6.3,seca
Isomap,-5.0676,3.6281,base,2022-10-09,6.3,seca
Isomap,-5.1683,3.4863,base,2022-10-11,6.2,seca
Isomap,-5.2276,3.4547,base,2022-10-12,6.2,seca
Isomap,-5.2654,3.4476,base,2022-10-13,6.2,seca
Isomap,-5.3597,3.4563,base,2022-10-17,6.4,seca
Isomap,-5.3134,3.5974,base,2022-10-19,6.3,seca
Isomap,-5.4332,4.0447,base,2022-10-29,6.0,seca
Isomap,-5.5826,3.6132,base,2022-11-04,5.8,seca
Isomap,-5.6918,3.6296,base,2022-11-07,6.0,seca
Isomap,-5.6432,3.2008,base,2022-11-10,6.2,seca
Isomap,-5.7023,3.2092,base,2022-11-12,6.1,seca
Isomap,-5.9619,3.5341,base,2022-11-16,6.2,seca
Isomap,-5.7204,3.2375,base,2022-11-19,5.9,seca
Isomap,-5.7713,3.1803,base,2022-11-20,5.8,seca
Isomap,-5.8518,3.267,base,2022-11-21,6.2,seca
Isomap,-5.7759,3.7094,base,2022-11-27,6.3,seca
Isomap,-5.8064,3.9872,base,2022-11-28,6.0,seca
Isomap,-6.0359,3.6323,base,2022-12-03,6.0,humeda
Isomap,-5.5768,3.8578,base,2022-12-10,6.1,humeda
Isomap,-5.3754,3.0876,base,2022-12-14,6.7,humeda
Isomap,-7.2619,2.4211,base,2022-12-18,8.3,humeda
Isomap,-7.7278,1.9838,base,2022-12-20,8.4,humeda
Isomap,-6.7117,1.3997,base,2022-12-21,7.5,humeda
Isomap,-8.5292,-1.2515,base,2022-12-26,15.0,humeda
Isomap,-8.9511,-8.7062,base,2023-01-05,11.1,humeda
Isomap,-10.3423,-9.6811,base,2023-01-07,10.4,humeda
Isomap,-12.8289,-13.5852,base,2023-01-20,29.2,humeda
Isomap,-11.8332,-19.4024,base,2023-01-28,19.2,humeda
Isomap,-11.0494,-19.128,base,2023-01-29,24.6,humeda
Isomap,-10.328,-18.6627,base,2023-01-30,21.2,humeda
Isomap,-13.1725,-18.8793,base,2023-02-02,17.1,humeda
Isomap,-13.0257,-20.8894,base,2023-02-04,40.6,humeda
Isomap,-14.4653,-22.5188,crecida,2023-02-05,62.5,humeda
Isomap,-19.5376,-22.1817,crecida,2023-02-06,57.1,humeda
Isomap,-21.7107,-24.7904,crecida,2023-02-07,41.1,humeda
Isomap,-24.2647,-24.8214,base,2023-02-08,31.5,humeda
Isomap,-21.9749,-18.1035,base,2023-02-12,20.9,humeda
Isomap,-17.955,-19.8107,base,2023-02-14,32.1,humeda
Isomap,-14.4471,-20.3803,crecida,2023-02-16,49.5,humeda
Isomap,-11.8305,-36.0009,crecida,2023-02-17,56.7,humeda
Isomap,-9.7323,-41.3071,crecida,2023-02-18,78.1,humeda
Isomap,-9.1449,-43.1612,crecida,2023-02-19,80.0,humeda
Isomap,-6.4029,-46.3845,crecida,2023-02-20,81.1,humeda
Isomap,-11.0154,-44.305,crecida,2023-02-21,90.8,humeda
Isomap,-11.2955,-46.3025,crecida,2023-02-22,84.6,humeda
Isomap,-22.9532,-39.2776,crecida,2023-02-23,68.0,humeda
Isomap,-23.1533,-45.4037,crecida,2023-02-24,70.0,humeda
Isomap,-25.474,-44.2777,crecida,2023-02-25,64.3,humeda
Isomap,-30.1706,-44.6393,crecida,2023-02-26,55.0,humeda
Isomap,-29.1542,-59.7869,crecida,2023-02-27,50.1,humeda
Isomap,-29.8154,-42.8819,base,2023-02-28,38.5,humeda
Isomap,1.8993,-46.9789,base,2023-03-05,13.2,humeda
Isomap,31.3084,-65.4161,base,2023-03-07,16.8,humeda
Isomap,96.4111,-76.8359,crecida,2023-03-11,47.6,humeda
Isomap,105.8151,-70.9989,crecida,2023-03-12,64.1,humeda
Isomap,120.119,-67.7419,crecida,2023-03-13,104.0,humeda
Isomap,147.0249,-59.3927,crecida,2023-03-14,103.1,humeda
Isomap,152.7076,-53.1419,crecida,2023-03-15,113.4,humeda
Isomap,165.5692,-56.1512,crecida,2023-03-16,95.4,humeda
Isomap,169.2202,-53.4002,crecida,2023-03-17,71.8,humeda
Isomap,173.9758,-48.3079,crecida,2023-03-18,59.3,humeda
Isomap,175.69,-46.2442,crecida,2023-03-19,69.1,humeda
Isomap,180.3057,-40.687,crecida,2023-03-20,64.0,humeda
Isomap,183.5663,-37.3012,crecida,2023-03-21,47.7,humeda
Isomap,183.7209,-10.0259,base,2023-03-23,30.4,humeda
Isomap,166.3992,-16.7303,base,2023-03-26,22.6,humeda
Isomap,160.5536,17.6803,base,2023-03-29,19.6,humeda
Isomap,50.7652,98.985,base,2023-04-05,26.8,humeda
Isomap,43.725,98.8317,base,2023-04-08,24.0,humeda
Isomap,43.2708,98.7207,base,2023-04-11,24.2,humeda
Isomap,21.6888,84.5781,base,2023-04-22,19.1,humeda
Isomap,66.5271,71.9846,base,2023-05-05,11.6,seca
Isomap,54.1912,66.9526,base,2023-05-07,13.0,seca
Isomap,8.7823,33.0631,base,2023-05-19,11.6,seca
Isomap,3.8292,23.4468,base,2023-05-25,9.8,seca
Isomap,3.8781,22.8897,base,2023-05-26,9.9,seca
Isomap,4.225,22.6216,base,2023-05-27,9.8,seca
Isomap,4.5671,22.2473,base,2023-05-28,9.9,seca
Isomap,0.5821,9.4751,base,2023-06-13,7.0,seca
Isomap,-0.0308,7.7272,base,2023-06-15,7.0,seca
Isomap,0.5686,7.3158,base,2023-06-16,7.5,seca
Isomap,0.1686,5.2692,base,2023-06-25,6.8,seca
Isomap,-0.7724,5.4006,base,2023-07-03,5.4,seca
Isomap,-1.0395,5.6201,base,2023-07-05,4.8,seca
Isomap,-1.476,5.3857,base,2023-07-10,5.3,seca
Isomap,-1.5751,5.2679,base,2023-07-13,5.4,seca
Isomap,-2.0999,4.9452,base,2023-07-17,7.4,seca
Isomap,-2.8108,4.5525,base,2023-07-24,6.8,seca
Isomap,-3.0381,4.4585,base,2023-07-26,6.8,seca
Isomap,-3.1208,4.4226,base,2023-07-27,8.4,seca
Isomap,-3.4306,4.3312,base,2023-07-30,7.3,seca
Isomap,-3.5189,4.2998,base,2023-07-31,7.1,seca
Isomap,-3.7712,4.2881,base,2023-08-03,6.5,seca
Isomap,-4.0995,4.4418,base,2023-08-08,6.5,seca
Isomap,-4.5105,4.348,base,2023-08-13,6.7,seca
Isomap,-4.5395,4.3203,base,2023-08-14,6.4,seca
Isomap,-4.5432,4.3699,base,2023-08-17,6.5,seca
Isomap,-4.5573,4.3648,base,2023-08-19,6.5,seca
Isomap,-4.578,4.3015,base,2023-08-22,6.4,seca
Isomap,-5.0324,3.6531,base,2023-09-04,6.5,seca
Isomap,-5.0364,4.1952,base,2023-09-15,6.1,seca
Isomap,-5.7278,3.4077,base,2023-09-25,6.5,seca
Isomap,-5.7102,3.2719,base,2023-09-26,6.4,seca
Isomap,-6.1629,3.2778,base,2023-09-28,6.7,seca
Isomap,-6.0589,3.0826,base,2023-09-29,5.4,seca
Isomap,-6.1028,2.4238,base,2023-10-03,8.5,seca
Isomap,-6.6276,1.9155,base,2023-10-06,6.6,seca
Isomap,-6.6909,1.6978,base,2023-10-08,6.6,seca
Isomap,-6.292,0.2075,base,2023-10-18,8.1,seca
Isomap,-8.9183,-0.0577,base,2023-10-29,10.0,seca
Isomap,-8.3206,-0.3527,base,2023-10-30,8.3,seca
Isomap,-8.193,-0.3665,base,2023-10-31,7.3,seca
Isomap,-7.8289,-0.5128,base,2023-11-03,5.2,seca
Isomap,-9.1634,-0.9017,base,2023-11-09,5.5,seca
Isomap,-10.7862,0.3786,base,2023-11-17,13.3,seca
Isomap,-11.7006,-1.7722,base,2023-11-27,17.2,seca
Isomap,-13.1208,-1.1949,base,2023-11-30,16.3,seca
Isomap,-12.3785,-2.6882,base,2023-12-02,33.9,humeda
Isomap,-11.2917,-4.9934,base,2023-12-09,22.3,humeda
Isomap,-7.4292,-14.3161,base,2023-12-17,27.7,humeda
Isomap,-7.5013,-14.0506,base,2023-12-18,24.5,humeda
Isomap,-5.6238,-14.3969,base,2023-12-19,25.4,humeda
Isomap,-6.6442,-9.0998,base,2023-12-27,7.3,humeda
Isomap,-8.6338,-10.5226,base,2023-12-30,25.1,humeda
Isomap,-5.1983,-9.7711,base,2024-01-06,17.8,humeda
Isomap,15.7863,-29.1455,base,2024-01-26,35.1,humeda
Isomap,17.7193,-30.3596,base,2024-01-29,40.3,humeda
Isomap,17.8565,-29.3377,crecida,2024-01-30,49.2,humeda
Isomap,20.5454,-30.6386,crecida,2024-01-31,42.8,humeda
Isomap,14.5851,-31.6722,crecida,2024-02-01,51.5,humeda
Isomap,13.8535,-32.8626,crecida,2024-02-02,56.7,humeda
Isomap,19.323,-34.2893,crecida,2024-02-03,47.9,humeda
Isomap,22.4137,-26.4492,base,2024-02-27,31.5,humeda
Isomap,19.195,-30.3628,crecida,2024-03-01,42.2,humeda
Isomap,20.5487,-31.3989,crecida,2024-03-02,44.6,humeda
Isomap,21.6298,-32.1786,crecida,2024-03-03,41.9,humeda
Isomap,28.4874,-25.0587,base,2024-03-11,25.3,humeda
Isomap,27.0046,-28.2392,base,2024-03-12,26.6,humeda
Isomap,25.3384,-28.6674,base,2024-03-15,19.6,humeda
Isomap,20.4278,-27.562,crecida,2024-03-25,44.6,humeda
Isomap,18.5733,-29.5597,crecida,2024-03-26,47.6,humeda
Isomap,19.1375,-28.9566,crecida,2024-03-27,44.8,humeda
Isomap,14.3588,-25.7472,base,2024-04-04,40.6,humeda
Isomap,14.0634,-23.7236,crecida,2024-04-05,42.3,humeda
Isomap,12.7129,-21.676,crecida,2024-04-06,44.9,humeda
Isomap,12.9877,-20.6983,crecida,2024-04-07,47.0,humeda
Isomap,13.9908,-21.8649,crecida,2024-04-08,41.5,humeda
Isomap,18.7344,-28.3681,crecida,2024-04-11,41.8,humeda
Isomap,19.4012,-27.207,crecida,2024-04-12,44.4,humeda
Isomap,18.2245,-27.8496,base,2024-04-19,21.4,humeda
Isomap,17.5885,-12.2362,base,2024-04-26,17.6,humeda
Isomap,14.2615,-7.3341,base,2024-05-04,15.5,seca
Isomap,13.683,12.2358,base,2024-05-19,13.6,seca
Isomap,12.1946,13.9461,base,2024-05-21,13.6,seca
Isomap,12.6629,10.0048,base,2024-05-24,12.4,seca
Isomap,8.4567,11.1153,base,2024-05-31,10.1,seca
Isomap,9.0748,11.2937,base,2024-06-01,10.2,seca
Isomap,7.6306,11.3086,base,2024-06-03,10.1,seca
Isomap,6.1826,11.7855,base,2024-06-05,9.5,seca
Isomap,5.2725,11.3043,base,2024-06-06,9.5,seca
Isomap,4.0605,10.8044,base,2024-06-08,9.4,seca
Isomap,2.9273,10.7982,base,2024-06-09,9.6,seca
Isomap,1.0316,8.3998,base,2024-06-14,9.0,seca
Isomap,0.5094,7.7547,base,2024-06-18,9.9,seca
Isomap,-0.0038,7.1779,base,2024-06-23,10.3,seca
Isomap,-0.0524,6.4426,base,2024-06-29,9.6,seca
Isomap,-0.1906,5.8311,base,2024-07-05,10.6,seca
Isomap,-0.9192,5.7958,base,2024-07-11,10.3,seca
Isomap,-1.1783,5.6668,base,2024-07-13,10.4,seca
Isomap,-1.5578,5.7569,base,2024-07-16,10.1,seca
Isomap,-2.2529,5.5677,base,2024-07-23,9.6,seca
Isomap,-2.9121,5.1984,base,2024-07-31,9.3,seca
Isomap,-3.1782,5.0181,base,2024-08-05,9.2,seca
Isomap,-2.5621,5.4742,base,2024-08-27,9.6,seca
Isomap,-2.1155,5.6133,base,2024-09-01,9.8,seca
